frequency,wind_speed,distance,wind_direction,flow_resistivity,Nord2000 (delhom),Acventum (delhom),BE2 (Iso9613),Iso9613 (windPro),Nord2000 (windPro),geometric_div
3150,7,1500,0,2000,-58.8,-26.718,-31.557,-43.418,-24.758,-74.53243398
4000,7,1500,0,2000,-78.6,-39.658,-45.529,-43.418,-38.458,-74.53243398
5000,7,1500,0,2000,-110.2,-58.418,-69.407,-43.418,-57.858,-74.53243398
6300,7,1500,0,2000,-155.2,-88.208,-102.937,-160.698,-83.558,-74.53243398
8000,7,1500,0,2000,-224.6,-135.568,-105.648,-160.698,-113.258,-74.53243398
10000,7,1500,0,2000,-330.2,-201.748,-105.667,-160.698,-138.058,-74.53243398
50,7,1500,90,2000,0.2,5.342,-5.327,2.822,5.242,-74.53243398
63,7,1500,90,2000,0.2,4.732,-5.361,2.822,5.142,-74.53243398
80,7,1500,90,2000,0.1,4.042,-5.452,2.822,4.742,-74.53243398
100,7,1500,90,2000,-0.1,2.462,-5.513,-0.028,5.642,-74.53243398
125,7,1500,90,2000,-0.3,1.772,-5.758,-0.028,5.942,-74.53243398
160,7,1500,90,2000,-0.6,1.002,-6.107,-0.028,5.842,-74.53243398
200,7,1500,90,2000,-1,0.352,-6.387,-1.468,5.242,-74.53243398
250,7,1500,90,2000,-1.5,-0.218,-6.827,-1.468,4.342,-74.53243398
315,7,1500,90,2000,-6.5,-0.708,-7.247,-1.468,3.142,-74.53243398
400,7,1500,90,2000,-10.2,-1.138,-7.75,-2.028,1.942,-74.53243398
500,7,1500,90,2000,-16,-1.508,-8.326,-2.028,0.942,-74.53243398
630,7,1500,90,2000,-19,-1.878,-8.858,-2.028,0.442,-74.53243398
800,7,1500,90,2000,-21.7,-2.298,-9.535,-4.038,-0.458,-74.53243398
1000,7,1500,90,2000,-24.4,-2.738,-10.558,-4.038,-0.958,-74.53243398
1250,7,1500,90,2000,-27.5,-3.278,-11.95,-4.038,-2.558,-74.53243398
1600,7,1500,90,2000,-31.9,-4.028,-14.139,-12.158,-5.258,-74.53243398
2000,7,1500,90,2000,-38.2,-4.988,-17.659,-12.158,-9.258,-74.53243398
2500,7,1500,90,2000,-46.5,-6.308,-23.229,-12.158,-15.458,-74.53243398
3150,7,1500,90,2000,-59,-8.318,-32.057,-43.418,-24.758,-74.53243398
4000,7,1500,90,2000,-78.8,-11.468,-45.929,-43.418,-38.458,-74.53243398
5000,7,1500,90,2000,-110.4,-15.928,-69.907,-43.418,-57.858,-74.53243398
6300,7,1500,90,2000,-155.4,-22.928,-103.137,-160.698,-83.558,-74.53243398
8000,7,1500,90,2000,-224.9,-33.948,-105.648,-160.698,-113.258,-74.53243398
10000,7,1500,90,2000,-330.4,-49.258,-105.667,-160.698,-138.058,-74.53243398
50,7,1500,180,2000,0.2,12.262,-8.027,2.822,3.242,-74.53243398
63,7,1500,180,2000,0.2,11.312,-8.061,2.822,2.542,-74.53243398
80,7,1500,180,2000,0.1,10.022,-8.152,2.822,-5.358,-74.53243398
100,7,1500,180,2000,-0.1,7.672,-8.313,-0.028,1.642,-74.53243398
125,7,1500,180,2000,-0.3,5.762,-8.458,-0.028,3.342,-74.53243398
160,7,1500,180,2000,-0.6,3.192,-8.807,-0.028,3.342,-74.53243398
200,7,1500,180,2000,-1,0.392,-9.187,-1.468,2.042,-74.53243398
250,7,1500,180,2000,-1.5,-2.768,-9.527,-1.468,-1.458,-74.53243398
315,7,1500,180,2000,-6.5,-6.188,-10.047,-1.468,0.542,-74.53243398
400,7,1500,180,2000,-10.3,-9.968,-10.45,-2.028,-1.758,-74.53243398
500,7,1500,180,2000,-16.1,-13.688,-11.026,-2.028,-2.858,-74.53243398
630,7,1500,180,2000,-19,-17.938,-11.558,-2.028,-5.458,-74.53243398
800,7,1500,180,2000,-21.7,-23.348,-12.235,-4.038,-8.058,-74.53243398
1000,7,1500,180,2000,-24.4,-30.078,-13.258,-4.038,-10.758,-74.53243398
1250,7,1500,180,2000,-27.6,-39.828,-14.65,-4.038,-13.758,-74.53243398
1600,7,1500,180,2000,-31.9,-56.248,-16.839,-12.158,-17.258,-74.53243398
2000,7,1500,180,2000,-38.2,-79.418,-20.359,-12.158,-21.958,-74.53243398
2500,7,1500,180,2000,-46.5,-115.098,-25.929,-12.158,-28.358,-74.53243398
3150,7,1500,180,2000,-59,-172.798,-34.757,-43.418,-37.758,-74.53243398
4000,7,1500,180,2000,-78.9,-266.948,-48.629,-43.418,-51.458,-74.53243398
5000,7,1500,180,2000,-110.4,-404.248,-72.607,-43.418,-70.558,-74.53243398
6300,7,1500,180,2000,-155.4,-623.028,-104.137,-160.698,-95.758,-74.53243398
8000,7,1500,180,2000,-224.9,-971.708,-105.648,-160.698,-125.658,-74.53243398
10000,7,1500,180,2000,-330.4,-1459.658,-105.667,-160.698,-150.758,-74.53243398
50,9,1500,0,2000,0.2,2.92,2.772,2.82,5.44,-74.53243398
63,9,1500,0,2000,0.2,2.88,2.638,2.82,5.24,-74.53243398
80,9,1500,0,2000,0.1,2.79,2.547,2.82,4.94,-74.53243398
100,9,1500,0,2000,-0.1,1.78,0.085,-0.04,4.54,-74.53243398
125,9,1500,0,2000,-0.3,1.62,-0.159,-0.04,3.94,-74.53243398
160,9,1500,0,2000,-0.6,1.36,-0.508,-0.04,1.74,-74.53243398
200,9,1500,0,2000,-1.1,1.06,-1.188,-1.48,-3.86,-74.53243398
250,9,1500,0,2000,-1.5,0.7,-1.629,-1.48,-3.86,-74.53243398
315,9,1500,0,2000,-7.3,0.3,-2.148,-1.48,-0.56,-74.53243398
400,9,1500,0,2000,-8.2,-0.17,-1.651,-2.04,1.04,-74.53243398
500,9,1500,0,2000,-15.1,-0.64,-2.227,-2.04,0.24,-74.53243398
630,9,1500,0,2000,-18.2,-1.18,-2.859,-2.04,-1.36,-74.53243398
800,9,1500,0,2000,-21.1,-1.88,-3.136,-4.05,-2.16,-74.53243398
1000,9,1500,0,2000,-23.8,-2.75,-4.26,-4.05,-3.36,-74.53243398
1250,9,1500,0,2000,-26.9,-4.04,-5.951,-4.05,-5.06,-74.53243398
1600,9,1500,0,2000,-31.2,-6.22,-8.54,-12.18,-7.76,-74.53243398
2000,9,1500,0,2000,-37.4,-9.32,-12.56,-12.18,-11.76,-74.53243398
2500,9,1500,0,2000,-45.5,-14.11,-18.831,-12.18,-17.96,-74.53243398
3150,9,1500,0,2000,-57.8,-21.87,-28.759,-43.46,-27.26,-74.53243398
4000,9,1500,0,2000,-77.1,-34.56,-44.23,-43.46,-40.96,-74.53243398
5000,9,1500,0,2000,-108,-53.08,-68.608,-43.46,-60.56,-74.53243398
6300,9,1500,0,2000,-152.1,-82.6,-102.839,-160.85,-86.26,-74.53243398
8000,9,1500,0,2000,-220.5,-129.67,-105.649,-160.85,-115.76,-74.53243398
10000,9,1500,0,2000,-324.9,-195.57,-105.668,-160.85,-140.06,-74.53243398
50,9,1500,90,2000,0.2,2.88,2.272,2.82,5.44,-74.53243398
63,9,1500,90,2000,0.2,2.87,2.138,2.82,5.24,-74.53243398
80,9,1500,90,2000,0.1,2.85,2.047,2.82,4.94,-74.53243398
100,9,1500,90,2000,-0.1,1.93,-0.415,-0.04,4.54,-74.53243398
125,9,1500,90,2000,-0.3,1.9,-0.659,-0.04,3.94,-74.53243398
160,9,1500,90,2000,-0.6,1.85,-1.008,-0.04,3.04,-74.53243398
200,9,1500,90,2000,-1.1,1.79,-1.688,-1.48,2.14,-74.53243398
250,9,1500,90,2000,-1.5,1.72,-2.129,-1.48,1.04,-74.53243398
315,9,1500,90,2000,-6.8,1.64,-2.648,-1.48,-0.16,-74.53243398
400,9,1500,90,2000,-9.8,1.54,-2.051,-2.04,-1.06,-74.53243398
500,9,1500,90,2000,-15.7,1.45,-2.727,-2.04,-1.36,-74.53243398
630,9,1500,90,2000,-18.7,1.34,-3.359,-2.04,-1.26,-74.53243398
800,9,1500,90,2000,-21.5,1.2,-3.636,-4.05,-2.16,-74.53243398
1000,9,1500,90,2000,-24.2,1.03,-4.76,-4.05,-3.36,-74.53243398
1250,9,1500,90,2000,-27.3,0.77,-6.451,-4.05,-5.06,-74.53243398
1600,9,1500,90,2000,-31.6,0.33,-8.94,-12.18,-7.76,-74.53243398
2000,9,1500,90,2000,-37.7,-0.29,-13.06,-12.18,-11.76,-74.53243398
2500,9,1500,90,2000,-45.8,-1.25,-19.331,-12.18,-17.96,-74.53243398
3150,9,1500,90,2000,-58.1,-2.8,-29.259,-43.46,-27.26,-74.53243398
4000,9,1500,90,2000,-77.5,-5.34,-44.73,-43.46,-40.96,-74.53243398
5000,9,1500,90,2000,-108.3,-9.04,-69.108,-43.46,-60.56,-74.53243398
6300,9,1500,90,2000,-152.5,-14.94,-103.139,-160.85,-86.26,-74.53243398
8000,9,1500,90,2000,-220.8,-24.36,-105.649,-160.85,-115.76,-74.53243398
10000,9,1500,90,2000,-325.2,-37.54,-105.668,-160.85,-140.06,-74.53243398
50,9,1500,180,2000,0.2,19.622,-8.027,2.822,4.442,-74.53243398
63,9,1500,180,2000,0.2,18.592,-8.061,2.822,4.642,-74.53243398
80,9,1500,180,2000,0.1,17.172,-8.152,2.822,4.242,-74.53243398
100,9,1500,180,2000,-0.1,14.662,-8.313,-0.028,3.942,-74.53243398
125,9,1500,180,2000,-0.3,12.512,-8.458,-0.028,2.942,-74.53243398
160,9,1500,180,2000,-0.6,9.562,-8.807,-0.028,1.442,-74.53243398
200,9,1500,180,2000,-1.1,6.322,-9.187,-1.468,-3.358,-74.53243398
250,9,1500,180,2000,-1.5,2.632,-9.527,-1.468,-0.258,-74.53243398
315,9,1500,180,2000,-6.7,-1.388,-10.047,-1.468,-0.358,-74.53243398
400,9,1500,180,2000,-9.9,-5.868,-10.45,-2.028,-2.658,-74.53243398
500,9,1500,180,2000,-15.8,-10.288,-11.026,-2.028,-6.958,-74.53243398
630,9,1500,180,2000,-18.8,-15.328,-11.558,-2.028,-12.058,-74.53243398
800,9,1500,180,2000,-21.5,-21.768,-12.235,-4.038,-14.458,-74.53243398
1000,9,1500,180,2000,-24.2,-29.788,-13.258,-4.038,-17.158,-74.53243398
1250,9,1500,180,2000,-27.3,-41.448,-14.65,-4.038,-21.658,-74.53243398
1600,9,1500,180,2000,-31.6,-61.098,-16.839,-12.158,-26.458,-74.53243398
2000,9,1500,180,2000,-37.8,-88.848,-20.359,-12.158,-32.558,-74.53243398
2500,9,1500,180,2000,-45.9,-131.618,-25.929,-12.158,-40.858,-74.53243398
3150,9,1500,180,2000,-58.1,-200.808,-34.757,-43.418,-52.158,-74.53243398
4000,9,1500,180,2000,-77.5,-313.738,-48.629,-43.418,-67.858,-74.53243398
5000,9,1500,180,2000,-108.4,-478.448,-72.607,-43.418,-89.258,-74.53243398
6300,9,1500,180,2000,-152.5,-740.928,-104.137,-160.698,-116.858,-74.53243398
8000,9,1500,180,2000,-220.8,-1159.268,-105.648,-160.698,-148.358,-74.53243398
10000,9,1500,180,2000,-325.2,-1744.738,-105.667,-160.698,-174.958,-74.53243398
